,form,lemma
991,Dommer Kjetil Sælen var helt uenig - og dømte indirekte frispark til FFK .,dommer Kjetil Sælen være hel uenig $- og dømme indirekte frispark til FFK $.
992,"Frisparket havnet til corner , og så havnet Kvisvik i bena på Jarstein .","frispark havne til corner $, og så havne Kvisvik i ben på Jarstein $."
993,Med knottene først .,med knott først $.
994,Rødt kort .,rød kort $.
995,Jarstein selv hadde nettopp fått gult for å ruse for tidlig ut på FFKs første frisparkforsøk .,Jarstein selv ha nettopp få gul for å ruse for tidlig ut på FFK første frisparkforsøk $.
996,- Hva tenker du når Kvisvik sparker ?,$- hva tenke du når Kvisvik sparke $?
997,- Først tenker jeg :,$- først tenke jeg $:
998,"Au ! , sier RBK-keeperen .","au $! $, si RBK-keeper $."
999,"- Så ble jeg irritert , og gikk bort for å si fra , forklarer Jarstein , som mente Kvisvik filmet i situasjonen før .","$- så bli jeg irritere $, og gå bort for å si fra $, forklare Jarstein $, som mene Kvisvik filme i situasjon før $."
1000,"Dommeren var aldri i tvil om Kvisviks utvisning , men så ikke om RBKs keeper var involvert på noen måte som burde ført til gult kort nummer to .","dommer være aldri i tvil om Kvisvik utvisning $, men se ikke om RBK keeper være involvere på noen måte som burde føre til gul kort nummer to $."
1001,Det var nok en og annen i rødt og hvitt som mente det siste .,det være nok en og annen i rød og hvit som mene det sist $.
1002,I alle fall fikk RBK-keeperen hjemmesupporternes fulle oppmerksomhet i andre omgang .,i all fall få RBK-keeper hjemmesupporter full oppmerksomhet i andre omgang $.
1003,"- Rune , her kommer vi , sang FFK-fansen av full hals hver gang Rune Almenning Jarstein fikk dødball i mot .","$- Rune $, her komme vi $, synge FFK-fans av full hals hver gang Rune Almenning Jarstein få dødball i mot $."
1004,Det kunne virke som ropingen og pipingen mot RBKs sisteskanse virket :,det kunne virke som roping og piping mot RBK sisteskanse virke $:
1005,"Etter 74 minutt sendte Fernando Wallace en frispark-perle i nettet , og sørget for at hjemmelaget berget et poeng - med en mann mindre på banen .","etter 74 minutt sende Fernando Wallace en frispark-perle i nett $, og sørge for at hjemmelag berge en poeng $- med en mann liten på bane $."
1006,"Det sendte tankene over på en lignende situasjon mot Island , hvor Jarstein tok skylden .","det sende tanke over på en lignende situasjon mot Island $, hvor Jarstein ta skyld $."
1007,Det sendte også tankene over på en keeper som har fått mye fokus på seg og sine tabber den siste tiden .,det sende også tanke over på en keeper som ha få mye fokus på seg og sin tabbe den sist tid $.
1008,Jarstein avviste at ropingen hadde gått inn på ham .,Jarstein avvise at roping ha gå inn på han $.
1009,- Sånn er det .,$- sånn være det $.
1010,"De har ropt på meg hver gang jeg har vært her , det er bare gøy , det !","de ha rope på jeg hver gang jeg ha være her $, det være bare gøy $, det $!"
1011,Det er likevel ingen tvil om at det har blitt mye i det siste .,det være likevel ingen tvil om at det ha bli mye i det sist $.
1012,"- Jeg har ikke lest aviser den siste uken , innrømmet Jarstein .","$- jeg ha ikke lese avis den sist uke $, innrømme Jarstein $."
1013,- Men folk prater jo ...,$- men folk prate jo $...
1014,"Noe som virket å gå mer inn på landslagskeeperen , var lårsmertene .","noe som virke å gå mye inn på landslagskeeper $, være lårsmerte $."
1015,"Jarstein har vært plaget med muskelproblemer i lengre tid , og i andre omgang haltet han tydelig .","Jarstein ha være plage med muskelproblem i lang tid $, og i andre omgang halte han tydelig $."
1016,Han måtte også ha hjelp til utspillene .,han måtte også ha hjelp til utspill $.
1017,"- Ingen grunn til å ta ham ut , sa Erik Hamrén .","$- ingen grunn til å ta han ut $, si Erik Hamrén $."
1018,"RBK-treneren påpeker at det "" bare "" er smerter , og ikke noe som skal hemme keeperen .","RBK-trener påpeke at det $"" bare $"" være smerte $, og ikke noe som skulle hemme keeper $."
1019,"Han får støtte av lagets medisinske koordinator , Haakon Schwabe .","han få støtte av lage medisinsk koordinator $, Haakon Schwabe $."
1020,"- Det skal ikke gi andre problemer enn smerte , sa Schwabe .","$- det skulle ikke gi annen problem enn smerte $, si Schwabe $."
1021,Eva Joly + Daniel Cohn-Bendit = EU |,Eva Joly + Daniel Cohn-Bendit = EU $|
1022,Politisk bombe |,politisk bombe $|
1023,- Mulighet |,$- mulighet $|
1024,- Fransk i Frankrike |,$- fransk i Frankrike $|
1025,Den legendariske lederen av studentopprøret i Paris i mai 68 sa i kveld at han ønsker seg Eva Joly som grønn hovedkandidat ved Europavalget neste år .,den legendarisk leder av studentopprør i Paris i mai 68 si i kveld at han ønske seg Eva Joly som grønn hovedkandidat ved Europavalget neste år $.
1026,Forhandlingene er i full gang .,forhandling være i full gang $.
1027,"Det røpet "" røde Dany "" i et debattprogram sendt både på radio ( RTL ) og TV ( LCI ) i kveld .","det røpe $"" rød Dany $"" i en debattprogram sende både på radio $( RTL $) og TV $( LCI $) i kveld $."
1028,- Eva Joly står for de samme verdiene som oss .,$- Eva Joly stå for de samme verdi som vi $.
1029,"Hun teller på knappene , men har bare bedt om noen siste klargjøringer , og det skal hun få , sa Cohn-Bendit .","hun telle på knapp $, men ha bare be om noen sist klargjøring $, og det skulle hun få $, si Cohn-Bendit $."
1030,"Han er selv medlem av Europaparlamentet for Die Grünen i Tyskland , men denne gangen vil han stille for en større koalisjon i Frankrike .","han være selv medlem av Europaparlamentet for Die Grünen i Tyskland $, men denne gang ville han stille for en stor koalisjon i Frankrike $."
1031,Han har dobbelt nasjonalitet .,han ha dobbelt nasjonalitet $.
1032,"Det har også Eva Joly , som dermed kan stille som kandidat for et fransk parti selv om hun er norsk .","det ha også Eva Joly $, som dermed kunne stille som kandidat for en fransk parti selv om hun være norsk $."
1033,"Men Cohn-Bendits uttalelse var en politisk bombe , for hittil har Joly forhandlet med lederen for sentrumspartiet Modem , Francois Bayrou .","men Cohn-Bendit uttalelse være en politisk bombe $, for hittil ha Joly forhandle med leder for sentrumsparti Modem $, Francois Bayrou $."
1034,For noen måneder siden deltok hun i lanseringen av Modems EU-valgkampanje i Paris .,for noen måned siden delta hun i lansering av Modem EU-valgkampanje i Paris $.
1035,"- Jo lenger jeg lever , jo mer overbevist blir jeg om at Europa er det største fredsprosjektet vi har , og at det hadde vært ønskelig å gi Europa et mer politisk innhold , sa Eva Joly til Aftenposten like etter Modem-møtet i juni .","$- jo lenge jeg leve $, jo mye overbevise bli jeg om at Europa være det stor fredsprosjekt vi ha $, og at det ha være ønskelig å gi Europa en mye politisk innhold $, si Eva Joly til Aftenposten like etter Modem-møte i juni $."
1036,"- Jeg ser Europaparlamentet som en mulighet for å aksjonere for det som opptar meg , la hun til .","$- jeg se Europaparlamentet som en mulighet for å aksjonere for det som oppta jeg $, legge hun til $."
1037,Hun anså på det tidspunktet Modems leder François Bayrou som en person som virkelig kunne utrette noe .,hun anse på det tidspunkt Modem leder François Bayrou som en person som virkelig kunne utrette noe $.
1038,"I stedet har hun fått betenkeligheter , og seiler nå opp i grønn drakt , for Cohn-Bendit .","i sted ha hun få betenkelighet $, og seile nå opp i grønn drakt $, for Cohn-Bendit $."
1039,Ifølge avisen Lyon Capitale er det den tidligere opprøreren som har fridd til den norske korrupsjonsjegeren .,ifølge avis Lyon Capitale være det den tidlig opprører som ha fri til den norsk korrupsjonsjeger $.
1040,- Hun har riktig profil .,$- hun ha riktig profil $.
1041,"Hun er kvinne og Dany ville ha en kjent europeer som har vært engasjert i viktige kamper , sier Gilles Buna , grønn viseordfører i Toulouse .","hun være kvinne og Dany ville ha en kjent europeer som ha være engasjere i viktig kamp $, si Gilles Buna $, grønn viseordfører i Toulouse $."
1042,Diskusjonene med Eva Joly er kommet langt allerede .,diskusjon med Eva Joly være komme lang allerede $.
1043,Cohn-Bendit skal ifølge Lyon Capitale ha tilbudt henne å være kandidat i Sør-Øst-Frankrike .,Cohn-Bendit skulle ifølge Lyon Capitale ha tilby hun å være kandidat i Sør-Øst-Frankrike $.
1044,"Men det kunne også bli i Bretagne , der hun har hus .","men det kunne også bli i Bretagne $, der hun ha hus $."
1045,Eva Joly er for tiden spesialrådgiver i Norad .,Eva Joly være for tid spesialrådgiver i Norad $.
1046,"Hun var i mange år Frankrikes mest berømte forhørsdommer , særlig i den vanskelige Elf-saken , men ble hentet til Norge av daværende justisminister Einar Dørum i 2004 .","hun være i mange år Frankrike mye berømt forhørsdommer $, særlig i den vanskelig Elf-sak $, men bli hente til Norge av daværende justisminister Einar Dørum i 2004 $."
1047,Hun har hatt dobbelt statsborgerskap i 41 år .,hun ha ha dobbel statsborgerskap i 41 år $.
1048,"- Jeg er norsk i Norge , og fransk i Frankrike .","$- jeg være norsk i Norge $, og fransk i Frankrike $."
1049,"I utlandet bruker jeg det passet jeg vil , sa hun til Aftenposten i juni .","i utland bruke jeg det pass jeg ville $, si hun til Aftenposten i juni $."
1050,I kveld var hun ikke tilgjengelig for kommentar .,i kveld være hun ikke tilgjengelig for kommentar $.
1051,Fare i Husebyskogen |,fare i Husebyskogen $|
1052,""" Festung Amerika "" .","$"" Festung Amerika $"" $."
1053,Det er hva jeg kaller den amerikanske ambassade i Henrik Ibsens gate .,det være hva jeg kalle den amerikansk ambassade i Henrik Ibsens gate $.
1054,En gang var den åpen for frie mennesker i et fritt land .,en gang være den åpen for fri menneske i en fri land $.
1055,I dag er Eero Saarinens bygning fra 1959 et svart festningsanlegg der de amerikanske menneskene har forskanset seg bak høye gjerder og betongstolper på gateplanet .,i dag være Eero Saarinen bygning fra 1959 en svart festningsanlegg der de amerikansk menneske ha forskanse seg bak høy gjerde og betongstolpe på gateplan $.
1056,Det er et resultat av president Bushs kamp mot terrorisme .,det være en resultat av president Bush kamp mot terrorisme $.
1057,"De er livredde , amerikanerne i Norge , visstnok .","de være livredd $, amerikaner i Norge $, visstnok $."
1058,De tror at fundamentalister skal gå til angrep på ambassaden hvert øyeblikk .,de tro at fundamentalist skulle gå til angrep på ambassade hver øyeblikk $.
1059,Derfor vil amerikanerne ha sin ambassade et annet sted .,derfor ville amerikaner ha sin ambassade en annen sted $.
1060,Det synes å være en god idé .,det synes å være en god idé $.
1061,Men hvorfor må den på død og liv plasseres i et friluftsområde på Huseby ?,men hvorfor måtte den på død og liv plassere i en friluftsområde på Huseby $?
1062,"Husebyskogen er en vakker plett der nordmenn går blant trær og natur hele året , til fots , på ski , på luftetur med bikkja .","Husebyskogen være en vakker plett der nordmann gå blant tre og natur hel år $, til fot $, på ski $, på luftetur med bikkje $."
1063,"Akkurat der , rett ved Njårdhallen , vil altså amerikanerne ha sin ambassade .","akkurat der $, rett ved Njårdhallen $, ville altså amerikaner ha sin ambassade $."
1064,Og Oslo kommune sier ja .,og Oslo kommune si ja $.
1065,La amerikanerne få det som de vil .,la amerikaner få det som de ville $.
1066,Som et industribygg .,som en industribygg $.
1067,Hvorfor kan ikke norske myndigheter være elskverdige nok til å tilby amerikanerne andre tomter for en ny amerikansk ambassade ?,hvorfor kunne ikke norsk myndighet være elskverdig nok til å tilby amerikaner annen tomt for en ny amerikansk ambassade $?
1068,Det norske Pentagon for eksempel .,det norsk Pentagon for eksempel $.
1069,"Nå som det norske forsvar gradvis nedlegges nok en gang i norgeshistorien , har den norske forsvarsledelse flyttet til et nytt bygningskompleks på Akershus .","nå som det norsk forsvar gradvis nedlegge nok en gang i norgeshistorie $, ha den norsk forsvarsledelse flytte til en ny bygningskompleks på Akershus $."
1070,Det norske Pentagon ville sikkert passet til formålet .,det norsk Pentagon ville sikker passe til formål $.
1071,Byplansjef Ellen de Vibe har allerede uttalt at den planlagte ambassadebygningen blir for stygg .,byplansjef Ellen de Vibe ha allerede uttale at den planlegge ambassadebygning bli for stygg $.
1072,Det ligner et industribygg .,det ligne en industribygg $.
1073,Men amerikanerne vil ha sin vilje igjennom .,men amerikaner ville ha sin vilje igjennom $.
1074,Norske politikere har forlengst startet bukke-nikke-neie-leken .,norsk politiker ha forlengst starte bukke-nikke-neie-lek $.
1075,Det er trist at amerikanerne i Oslo ikke mener at den kan bli i Henrik Ibsens gate .,det være trist at amerikaner i Oslo ikke mene at den kunne bli i Henrik Ibsens gate $.
